Datetime,Open,High,Low,Close,Volume
2015-04-12 22:00:00,0.56775,0.571,0.56125,0.56375,236724240
2015-04-13 22:00:00,0.5615,0.56375,0.553595,0.559,220274080
2015-04-14 22:00:00,0.5605,0.569875,0.55775,0.56575,243558400
2015-04-15 22:00:00,0.5625,0.56725,0.55825,0.56225,155282320
2015-04-16 22:00:00,0.5505,0.5605,0.55025,0.555,293636680
2015-04-19 22:00:00,0.5575,0.561,0.55125,0.55225,231625840
2015-04-20 22:00:00,0.559,0.559,0.54875,0.551375,230454600
2015-04-21 22:00:00,0.55475,0.5585,0.54625,0.55775,207419240
2015-04-22 22:00:00,0.5475,0.56075,0.54125,0.5555,259378760
2015-04-23 22:00:00,0.55525,0.5555,0.5445,0.55075,240958880
2015-04-26 22:00:00,0.5525,0.56475,0.54775,0.555,248454240
2015-04-27 22:00:00,0.554,0.559625,0.54875,0.557625,234484240
2015-04-28 22:00:00,0.55375,0.55925,0.55125,0.5535,195156760
2015-04-29 22:00:00,0.55075,0.557625,0.5495,0.554875,218843320
2015-04-30 22:00:00,0.5595,0.5705,0.557,0.56875,256967400
2015-05-03 22:00:00,0.56825,0.572,0.5635,0.56525,200720960
2015-05-04 22:00:00,0.56325,0.564,0.54825,0.55075,292927800
2015-05-05 22:00:00,0.55375,0.559,0.54525,0.5525,316484440
2015-05-06 22:00:00,0.55025,0.564,0.5485025,0.56225,534563080
2015-05-07 22:00:00,0.52525,0.546,0.51225,0.520625,1146551120
2015-05-10 22:00:00,0.5135,0.521,0.5095,0.51575,544145760
2015-05-11 22:00:00,0.512,0.525,0.51175,0.52075,388799760
2015-05-12 22:00:00,0.5245,0.5285,0.51875,0.52375,308522800
2015-05-13 22:00:00,0.52525,0.535,0.524,0.53225,293051200
2015-05-14 22:00:00,0.5345,0.537,0.52925,0.5325,215824760
2015-05-17 22:00:00,0.53125,0.535,0.52875,0.53175,324971680
2015-05-18 22:00:00,0.53,0.53175,0.525,0.526,253808880
2015-05-19 22:00:00,0.52625,0.5325,0.5255,0.526,196823240
2015-05-20 22:00:00,0.52625,0.5285,0.52175,0.52225,239690000
2015-05-21 22:00:00,0.5235,0.525375,0.52025,0.5215,212611280
2015-05-25 22:00:00,0.519,0.5225,0.51435,0.51825,259731080
2015-05-26 22:00:00,0.52175,0.548375,0.52,0.546,432330840
2015-05-27 22:00:00,0.546,0.5553475,0.545,0.5535,327657240
2015-05-28 22:00:00,0.5525,0.557,0.5525,0.55325,335169760
2015-05-31 22:00:00,0.55675,0.5650025,0.55325,0.5595,372660160
2015-06-01 22:00:00,0.556,0.559,0.548,0.548375,224303280
2015-06-02 22:00:00,0.55,0.55425,0.5415,0.5425,250787680
2015-06-03 22:00:00,0.53925,0.554,0.53925,0.55225,323710600
2015-06-04 22:00:00,0.5505,0.559,0.54475,0.5565,313320040
2015-06-07 22:00:00,0.55475,0.5585,0.5375,0.54375,342812040
2015-06-08 22:00:00,0.54425,0.5505,0.54325,0.5465,256888880
2015-06-09 22:00:00,0.54,0.5435,0.53375,0.53675,529461040
2015-06-10 22:00:00,0.53675,0.54625,0.53675,0.5425,283051840
2015-06-11 22:00:00,0.539,0.54225,0.5265,0.52775,323726560
2015-06-14 22:00:00,0.525,0.529125,0.521,0.52675,306546920
2015-06-15 22:00:00,0.52575,0.534,0.5205,0.53325,256890120
2015-06-16 22:00:00,0.533,0.5425,0.53175,0.5395,233545920
2015-06-17 22:00:00,0.544,0.552,0.5425,0.5485,299403600
2015-06-18 22:00:00,0.5485,0.553,0.54175,0.54675,355657080
2015-06-21 22:00:00,0.54775,0.55075,0.53625,0.544375,514237160
2015-06-22 22:00:00,0.5455,0.54975,0.52625,0.5305,414065080
2015-06-23 22:00:00,0.52975,0.5325,0.52275,0.52525,253368160
2015-06-24 22:00:00,0.52525,0.5325,0.52525,0.52925,350461920
2015-06-25 22:00:00,0.525,0.52925,0.51625,0.5185,421294920
2015-06-28 22:00:00,0.5125,0.51775,0.50225,0.503,391723840
2015-06-29 22:00:00,0.506,0.50825,0.49925,0.50275,315914280
2015-06-30 22:00:00,0.51375,0.5225,0.5055,0.51,302920040
2015-07-01 22:00:00,0.50975,0.51375,0.50725,0.5105,145764600
2015-07-05 22:00:00,0.50625,0.51325,0.500375,0.50425,214776520
2015-07-06 22:00:00,0.50125,0.50325,0.479,0.49475,594253080
2015-07-07 22:00:00,0.492,0.495,0.48725,0.49125,332491480
2015-07-08 22:00:00,0.499,0.50125,0.4822525,0.48525,357589800
2015-07-09 22:00:00,0.4915,0.49825,0.49025,0.49375,216708680
2015-07-12 22:00:00,0.49875,0.4997475,0.493625,0.497,212471640
2015-07-13 22:00:00,0.49775,0.49825,0.49075,0.49725,249217160
2015-07-14 22:00:00,0.496,0.49925,0.48925,0.49375,265733920
2015-07-15 22:00:00,0.49675,0.50475,0.495,0.50475,282891640
2015-07-16 22:00:00,0.503,0.5035,0.4952475,0.50175,220372320
2015-07-19 22:00:00,0.50175,0.50375,0.49125,0.4925,188410360
2015-07-20 22:00:00,0.4915,0.50175,0.4915,0.49475,149720400
2015-07-21 22:00:00,0.49125,0.49125,0.47925,0.485125,356472760
2015-07-22 22:00:00,0.48625,0.4985,0.48525,0.49125,169914880
2015-07-23 22:00:00,0.49475,0.49525,0.4835,0.4855,188843960
2015-07-26 22:00:00,0.48125,0.48825,0.47725,0.48275,192420800
2015-07-27 22:00:00,0.484,0.4965,0.479,0.49325,198309320
2015-07-28 22:00:00,0.49225,0.50325,0.49025,0.49925,232681320
2015-07-29 22:00:00,0.498,0.5055,0.498,0.5005,190179160
2015-07-30 22:00:00,0.5025,0.50275,0.49575,0.49875,218368440
2015-08-02 22:00:00,0.50275,0.50775,0.49625,0.50725,397131120
2015-08-03 22:00:00,0.5055,0.51075,0.5035,0.50925,260100560
2015-08-04 22:00:00,0.52175,0.52225,0.513375,0.5145,234626080
2015-08-05 22:00:00,0.51325,0.517,0.50275,0.51125,655675600
2015-08-06 22:00:00,0.5615,0.58425,0.547,0.5745,1405246840
2015-08-09 22:00:00,0.5705,0.59875,0.567,0.5945,662305440
2015-08-10 22:00:00,0.58575,0.59725,0.58575,0.5915,435008360
2015-08-11 22:00:00,0.582,0.59725,0.582,0.593,384080480
2015-08-12 22:00:00,0.59375,0.595,0.5865,0.588,276885840
2015-08-13 22:00:00,0.5875,0.592,0.584,0.5885,214650440
2015-08-16 22:00:00,0.5875,0.5875,0.5775,0.58475,273878920
2015-08-17 22:00:00,0.5805,0.5845,0.5725,0.577,287082200
2015-08-18 22:00:00,0.57625,0.582625,0.5685,0.57475,249273680
2015-08-19 22:00:00,0.56825,0.571,0.55125,0.554,426933160
2015-08-20 22:00:00,0.55,0.55925,0.53625,0.53675,382665560
2015-08-23 22:00:00,0.50675,0.54575,0.5,0.51775,682282920
2015-08-24 22:00:00,0.5405,0.5425,0.507,0.507,622684400
2015-08-25 22:00:00,0.5235,0.54575,0.5195,0.54525,614977560
2015-08-26 22:00:00,0.551,0.566,0.54775,0.56575,463763320
2015-08-27 22:00:00,0.56575,0.57175,0.561625,0.56825,320945280
2015-08-30 22:00:00,0.5655,0.5695,0.559625,0.562,219352400
2015-08-31 22:00:00,0.54575,0.555,0.535,0.539,353408800
2015-09-01 22:00:00,0.55375,0.5555,0.5445,0.55525,344042600
2015-09-02 22:00:00,0.5635,0.56625,0.55575,0.55675,262557520
2015-09-03 22:00:00,0.54725,0.556,0.5435,0.54375,288009800
2015-09-07 22:00:00,0.557,0.56925,0.5548,0.567,238448720
2015-09-08 22:00:00,0.56875,0.5735,0.5545,0.55575,289393960
2015-09-09 22:00:00,0.5525,0.5715,0.549875,0.5645,357075840
2015-09-10 22:00:00,0.55825,0.57,0.555875,0.56625,301584320
2015-09-13 22:00:00,0.569,0.57075,0.5642525,0.56725,192465440
2015-09-14 22:00:00,0.5675,0.5765,0.56575,0.5735,327976480
2015-09-15 22:00:00,0.5725,0.58075,0.568125,0.5775,173507360
2015-09-16 22:00:00,0.5875,0.59275,0.5815,0.58275,268710760
2015-09-17 22:00:00,0.57475,0.58725,0.57125,0.58225,326410200
2015-09-20 22:00:00,0.583,0.5895,0.58,0.58825,281864640
2015-09-21 22:00:00,0.5755,0.5795,0.569125,0.57225,228356920
2015-09-22 22:00:00,0.57275,0.5785,0.5705025,0.575,161633960
2015-09-23 22:00:00,0.5715,0.592,0.5625,0.586,382441240
2015-09-24 22:00:00,0.59325,0.60175,0.5845,0.59025,369690720
2015-09-27 22:00:00,0.59025,0.593875,0.57875,0.5825,395583040
2015-09-28 22:00:00,0.58875,0.59375,0.5805,0.59275,380734920
2015-09-29 22:00:00,0.59825,0.617,0.59475,0.61625,556381640
2015-09-30 22:00:00,0.61625,0.618,0.58675,0.60425,489297080
2015-10-01 22:00:00,0.601,0.620015,0.59475,0.62,386145560
2015-10-04 22:00:00,0.624,0.64325,0.62075,0.6355,482022840
2015-10-05 22:00:00,0.62875,0.6465,0.62625,0.64375,454421040
2015-10-06 22:00:00,0.64525,0.657,0.63475,0.6505,310151960
2015-10-07 22:00:00,0.64775,0.6559975,0.63675,0.65425,460069640
2015-10-08 22:00:00,0.65075,0.657,0.6395,0.65175,423248400
2015-10-11 22:00:00,0.6525,0.6625,0.647625,0.65875,227589080
2015-10-12 22:00:00,0.6535,0.663875,0.65125,0.66,298442840
2015-10-13 22:00:00,0.66075,0.694625,0.66,0.684,612190240
2015-10-14 22:00:00,0.68525,0.69975,0.67825,0.68575,526046040
2015-10-15 22:00:00,0.688,0.703,0.68625,0.6965,448395880
2015-10-18 22:00:00,0.69875,0.701875,0.68725,0.69525,294711200
2015-10-19 22:00:00,0.69225,0.6975,0.687,0.69425,264824560
2015-10-20 22:00:00,0.6985,0.70275,0.684,0.68525,386681960
2015-10-21 22:00:00,0.69325,0.71225,0.69225,0.71,306883640
2015-10-22 22:00:00,0.71625,0.7195,0.7055,0.71475,381774280
2015-10-25 22:00:00,0.71525,0.717,0.705,0.7115,247437400
2015-10-26 22:00:00,0.708,0.7154375,0.7075,0.711,208267120
2015-10-27 22:00:00,0.7155,0.71675,0.705,0.71675,217034080
2015-10-28 22:00:00,0.70525,0.7125,0.69075,0.692,327167080
2015-10-29 22:00:00,0.6995,0.71425,0.69425,0.70925,301158600
2015-11-01 22:00:00,0.7115,0.71825,0.70725,0.7175,190087880
2015-11-02 22:00:00,0.71325,0.71725,0.7045,0.7125,376769200
2015-11-03 22:00:00,0.7105,0.71575,0.6975,0.70075,442262840
2015-11-04 22:00:00,0.70425,0.706125,0.69075,0.69275,478798960
2015-11-05 22:00:00,0.76125,0.7985,0.7455,0.78875,1172271080
2015-11-08 22:00:00,0.781,0.7875,0.77425,0.78525,492569000
2015-11-09 22:00:00,0.775,0.77925,0.7537525,0.77025,552259880
2015-11-10 22:00:00,0.77075,0.77625,0.76,0.76275,620126280
2015-11-11 22:00:00,0.761,0.768,0.75675,0.76,291080680
2015-11-12 22:00:00,0.76075,0.764,0.74125,0.745,292940040
2015-11-15 22:00:00,0.75475,0.7605,0.74875,0.76,344280320
2015-11-16 22:00:00,0.762,0.7665,0.7568375,0.76,257049400
2015-11-17 22:00:00,0.76025,0.77675,0.751875,0.77575,350214320
2015-11-18 22:00:00,0.7785,0.78575,0.7722475,0.778,254072120
2015-11-19 22:00:00,0.78375,0.78925,0.779,0.78475,239743480
2015-11-22 22:00:00,0.79125,0.79125,0.770125,0.773,242550040
2015-11-23 22:00:00,0.773,0.786,0.7695,0.77925,195427680
2015-11-24 22:00:00,0.77775,0.787,0.7755,0.77825,138299040
2015-11-26 22:00:00,0.77975,0.78725,0.77575,0.78475,87008080
2015-11-29 22:00:00,0.7855,0.7965,0.78475,0.793,327243200
2015-11-30 22:00:00,0.8,0.8195,0.79925,0.81875,409497320
2015-12-01 22:00:00,0.82,0.8285,0.81075,0.8125,294240160
2015-12-02 22:00:00,0.819,0.8275,0.80675,0.81075,246656200
2015-12-03 22:00:00,0.81075,0.84525,0.81075,0.84375,458756960
2015-12-06 22:00:00,0.8435,0.8435,0.82525,0.82775,333587160
2015-12-07 22:00:00,0.8175,0.8425,0.81225,0.839,314489320
2015-12-08 22:00:00,0.83875,0.84375,0.80925,0.81775,372674840
2015-12-09 22:00:00,0.82025,0.829,0.8175,0.8245,236596920
2015-12-10 22:00:00,0.81625,0.822,0.8105,0.81225,227321520
2015-12-13 22:00:00,0.813,0.81875,0.8045,0.81425,276345800
2015-12-14 22:00:00,0.8235,0.83,0.819,0.82425,307294160
2015-12-15 22:00:00,0.826,0.832,0.81875,0.82925,236354960
2015-12-16 22:00:00,0.8305,0.839,0.81625,0.81675,254161760
2015-12-17 22:00:00,0.811,0.81925,0.8025,0.8035,395896960
2015-12-20 22:00:00,0.81225,0.82325,0.805,0.822375,284214920
2015-12-21 22:00:00,0.825,0.8315,0.81825,0.82325,130010760
2015-12-22 22:00:00,0.8245,0.829625,0.823,0.826375,122525560
2015-12-23 22:00:00,0.824,0.83125,0.82275,0.82925,52449240
2015-12-27 22:00:00,0.8205,0.8285,0.809,0.8285,142028120
