Datetime,Open,High,Low,Close,Volume
2015-04-19 22:00:00,0.5575,0.561,0.54125,0.55075,1169837320
2015-04-26 22:00:00,0.5525,0.5705,0.54775,0.56875,1153905960
2015-05-03 22:00:00,0.56825,0.572,0.51225,0.520625,2491247400
2015-05-10 22:00:00,0.5135,0.537,0.5095,0.5325,1750344280
2015-05-17 22:00:00,0.53125,0.535,0.52025,0.5215,1227905080
2015-05-24 22:00:00,0.519,0.557,0.51435,0.55325,1354888920
2015-05-31 22:00:00,0.55675,0.5650025,0.53925,0.5565,1484781760
2015-06-07 22:00:00,0.55475,0.5585,0.5265,0.52775,1735940360
2015-06-14 22:00:00,0.525,0.553,0.5205,0.54675,1452043640
2015-06-21 22:00:00,0.54775,0.55075,0.51625,0.5185,1953427240
2015-06-28 22:00:00,0.5125,0.5225,0.49925,0.5105,1156322760
2015-07-05 22:00:00,0.50625,0.51325,0.479,0.49375,1715819560
2015-07-12 22:00:00,0.49875,0.50475,0.48925,0.50175,1230686680
2015-07-19 22:00:00,0.50175,0.50375,0.47925,0.4855,1053362360
2015-07-26 22:00:00,0.48125,0.5055,0.47725,0.49875,1031959040
2015-08-02 22:00:00,0.50275,0.58425,0.49625,0.5745,2952780200
2015-08-09 22:00:00,0.5705,0.59875,0.567,0.5885,1972930560
2015-08-16 22:00:00,0.5875,0.5875,0.53625,0.53675,1619833520
2015-08-23 22:00:00,0.50675,0.57175,0.5,0.56825,2704653480
2015-08-30 22:00:00,0.5655,0.5695,0.535,0.54375,1467371120
2015-09-06 22:00:00,0.557,0.5735,0.549875,0.56625,1186502840
2015-09-13 22:00:00,0.569,0.59275,0.5642525,0.58225,1289070240
2015-09-20 22:00:00,0.583,0.60175,0.5625,0.59025,1423987480
2015-09-27 22:00:00,0.59025,0.620015,0.57875,0.62,2208142240
2015-10-04 22:00:00,0.624,0.657,0.62075,0.65175,2129913880
2015-10-11 22:00:00,0.6525,0.703,0.647625,0.6965,2112664080
2015-10-18 22:00:00,0.69875,0.7195,0.684,0.71475,1634875640
2015-10-25 22:00:00,0.71525,0.717,0.69075,0.70925,1301064280
2015-11-01 22:00:00,0.7115,0.7985,0.69075,0.78875,2660189960
2015-11-08 22:00:00,0.781,0.7875,0.74125,0.745,2248975880
2015-11-15 22:00:00,0.75475,0.78925,0.74875,0.78475,1445359640
2015-11-22 22:00:00,0.79125,0.79125,0.7695,0.78475,663284840
2015-11-29 22:00:00,0.7855,0.84525,0.78475,0.84375,1736393840
2015-12-06 22:00:00,0.8435,0.84375,0.80925,0.81225,1484669760
2015-12-13 22:00:00,0.813,0.839,0.8025,0.8035,1470053640
2015-12-20 22:00:00,0.81225,0.8315,0.805,0.82925,589200480
2015-12-27 22:00:00,0.8205,0.8485,0.809,0.824,674559480
2016-01-03 22:00:00,0.80725,0.836,0.739125,0.74075,2341467280
2016-01-10 22:00:00,0.7415,0.7655,0.666,0.67775,2802116680
2016-01-17 22:00:00,0.69175,0.716,0.66125,0.71125,1677789120
2016-01-24 22:00:00,0.711,0.733625,0.6875,0.73225,1317679440
2016-01-31 22:00:00,0.7315,0.73625,0.65875,0.66075,1907131800
2016-02-07 22:00:00,0.65075,0.66375,0.61875,0.64325,2050984640
2016-02-14 22:00:00,0.6525,0.774375,0.6505,0.761,2851107280
2016-02-21 22:00:00,0.772,0.802905,0.765,0.792,1867476920
2016-02-28 22:00:00,0.79025,0.8265,0.7835,0.81375,1383191400
2016-03-06 22:00:00,0.80925,0.81475,0.776,0.8055,1301433320
2016-03-13 22:00:00,0.80175,0.85625,0.78925,0.84525,1679364680
2016-03-20 22:00:00,0.83775,0.867,0.82875,0.862,1253753200
2016-03-27 22:00:00,0.8605,0.90625,0.8595,0.90375,1632072440
2016-04-03 22:00:00,0.91125,0.916,0.86575,0.8915,1820926480
2016-04-10 22:00:00,0.89675,0.9365,0.8785,0.92825,1884537600
2016-04-17 22:00:00,0.9265,0.9295,0.902,0.90675,1218429760
