Datetime,Open,High,Low,Close,Volume,premarketHigh,premarketLow,prevClose,EMA_90,EMA_200,EMA_8,EMA_21,MACD,MACD_signal,VWAP,MFI,OBV,BB_upper,BB_middle,BB_lower,SMA_20,SMA_50,SMA_200,ATR,RSI,Momentum,color_shading,orbHigh,orbLow,return_15m,return_30m,return_60m,return_240m,return_1440m,hour,minute,weekday,hour_sin,hour_cos,volatility_5
2024-08-26 13:00:00,126.47,126.69,126.3108,126.68,14868208,130.93,129.09,129.21,,,,,,,126.56026666666666,,14868208.0,,,,,,,,,,red,,,0.0,-0.0009472687085570298,-0.0007893905904642289,0.0023681717713924626,0.01436848752762867,13,0,0,-0.2588190451025208,-0.9659258262890683,
2024-08-26 13:30:00,126.67,126.6933,126.36,126.56,352648,130.93,129.09,129.21,,,,,,,126.55974537009831,,14515560.0,,,,,,,,,,red,,,0.0,0.00015802781289503808,0.0015012642225031426,0.0033185840707964736,0.015960809102402104,13,30,0,-0.2588190451025208,-0.9659258262890683,
2024-08-26 14:00:00,126.57,126.69,126.52,126.58,193323,130.93,129.09,129.21,,,,,,,126.56020843308835,,14708883.0,,,,,,,,,,red,,,0.0,0.0013430241744351533,0.0014931268762838298,0.004266076789382258,0.01279823036814655,14,0,0,-0.4999999999999997,-0.8660254037844388,
2024-08-26 14:30:00,126.59,126.809,126.59,126.75,212793,130.93,129.09,129.21,,,,,,,126.5623343910729,,14921676.0,,,,,,,,,,red,,,0.0,0.0001499013806706545,-0.001577909270216985,0.0029191321499014164,0.00071005917159766,14,30,0,-0.4999999999999997,-0.8660254037844388,
2024-08-26 15:00:00,126.74,126.87,126.65,126.769,255841,130.93,129.09,129.21,,,,,,,126.5655667208909,,15177517.0,,,,,,,,,,red,,,0.0,-0.0017275516885043526,-0.00030764619110351486,-0.0011753662172928783,0.00410904874220036,15,0,0,-0.7071067811865471,-0.7071067811865479,0.09549450245956873
2024-08-26 15:30:00,126.76,126.77,126.51,126.55,189000,130.93,129.09,129.21,,,,,,,126.56608924375448,,14988517.0,,,,,,,,,,red,,,0.0,0.0014223627024891887,0.00023706045041486479,-0.0003160806005530782,-0.011457921770051387,15,30,0,-0.7071067811865471,-0.7071067811865479,0.10819519397829426
2024-08-26 16:00:00,126.5887,126.7499,126.53,126.73,178290,130.93,129.09,129.21,,,,,,,126.56722894765241,,15166807.0,,,,,,,,,,red,,,0.0,-0.0011836187169573557,0.001972697861595518,-0.0012625266314212167,-0.02177858439201456,16,0,0,-0.8660254037844385,-0.5000000000000004,0.10263137921708414
2024-08-26 16:30:00,126.72,126.74,126.51,126.58,282062,130.93,129.09,129.21,,,126.64987500000001,,,,126.56795868199558,,14884745.0,,,,,,,,,,red,,,0.0,0.003160056881023903,0.003160056881023903,-0.0017380312845631132,-0.008492652867751643,16,30,0,-0.8660254037844385,-0.5000000000000004,0.10263137921708414
2024-08-27 01:00:00,126.7,127.31,126.25,126.98,314570,127.31,124.5,129.21,,,126.7232361111111,,,,126.84666666666668,,15199315.0,,,,,,,,,,red,127.6,123.88,0.0,0.0,0.0011025358324145578,-0.009376279729091223,-0.011773507638998303,1,0,1,0.25881904510252074,0.9659258262890683,0.17218071901349127
2024-08-27 01:30:00,126.96,127.25,126.88,126.98,179616,127.31,124.5,129.21,,,126.78029475308642,,,,126.91572374234264,,15199315.0,,,,,,,,,,red,127.6,123.88,0.0,0.0011025358324145578,0.0011025358324145578,-0.015277996534887366,-0.008584816506536514,1,30,1,0.25881904510252074,0.9659258262890683,0.20863844324573816
2024-08-27 02:00:00,126.98,127.17,126.9,127.12,63893,127.31,124.5,129.21,,,126.8557848079561,,,,126.93262317700542,,15263208.0,,,,,,,,,0.4399999999999977,red,127.6,123.88,0.0,0.0,-0.0039332913782252985,-0.01651982378854632,-0.011367212083071171,2,0,1,0.49999999999999994,0.8660254037844387,0.2179908254950419
2024-08-27 02:30:00,127.1,127.16,127.02,127.12,42885,127.31,124.5,129.21,,,126.91449929507696,,,,126.94456724529259,,15263208.0,,,,,,,,,0.5600000000000023,red,127.6,123.88,0.0,-0.0039332913782252985,-0.00479861548143486,-0.0022050031466331896,-0.02403241032095663,2,30,1,0.49999999999999994,0.8660254037844387,0.22154006409679833
2024-08-27 03:00:00,127.13,127.14,126.4,126.62,195679,127.31,124.5,129.21,,,126.84905500728209,,,,126.88940691125134,,15067529.0,,,,,,,,,0.04000000000000625,red,127.6,123.88,0.0,-0.0008687411151476815,-0.00039488232506721977,0.004593271205180813,-0.01312588848523145,3,0,1,0.7071067811865476,0.7071067811865476,0.20464603587661317
2024-08-27 03:30:00,126.61,126.87,126.42,126.51,108476,127.31,124.5,129.21,,,126.77370945010829,,,,126.85472229618428,56.13582530246842,14959053.0,,,,,,,,,-0.23999999999999488,red,127.6,123.88,0.0,0.00047427080863163436,-0.0011856770215793668,0.015492846415303088,-0.005058888625405111,3,30,1,0.7071067811865476,0.7071067811865476,0.2868797657556348
